id,title,runtime,imdb_id,imdb_score,imdb_votes,IMDb,Rotten Tomatoes
ts52838,3%,45.0,tt4922804,7.3,25077.0,7.4,72/100
ts38204,Making a Murderer,62.0,tt5189670,8.6,93456.0,8.6,84/100
ts36046,BUNK'D,24.0,tt4591680,5.3,3174.0,5.4,56/100
ts36545,Quantico,43.0,tt4428122,6.6,60305.0,6.7,73/100
ts36856,F is for Family,28.0,tt4326894,8.0,36050.0,8.0,74/100
ts35362,Locked Up,50.0,tt4524056,8.2,21388.0,8.2,67/100
ts35354,Zoo,43.0,tt3250026,6.6,24479.0,6.7,72/100
ts38758,Ajin,24.0,tt5537534,7.6,6121.0,7.6,63/100
ts41913,Frequency,18.0,tt5531470,7.5,13625.0,7.5,73/100
ts42655,Wanted,45.0,tt5193358,7.6,5693.0,7.7,63/100
ts3844,Aquarius,43.0,tt4744218,7.1,12112.0,7.1,68/100
ts53287,Roman Empire,48.0,tt6233538,7.0,7539.0,7.0,61/100
ts42156,Degrassi: Next Class,24.0,tt10947610,6.8,3205.0,6.9,58/100
ts41906,The Disastrous Life of Saiki K.,10.0,tt6354518,8.4,6649.0,8.3,65/100
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,24.0,tt5344382,7.9,1623.0,7.9,56/100
ts35256,Chef's Table,50.0,tt4295140,8.5,15176.0,8.5,75/100
ts53249,Trollhunters: Tales of Arcadia,22.0,tt1734135,8.4,16509.0,8.4,69/100
ts42043,March Comes in Like a Lion,25.0,tt6074794,8.4,2586.0,8.4,58/100
ts35577,God Eater,23.0,tt5240222,7.0,1911.0,7.0,54/100
ts52830,Gilmore Girls: A Year in the Life,92.0,tt5435008,7.6,36359.0,7.6,68/100
ts38731,Rebellion,51.0,tt4699982,7.1,3658.0,7.2,60/100
ts42127,The Windsors,27.0,tt5692740,7.1,2648.0,7.1,60/100
ts41948,Hip Hop Evolution,48.0,tt6319696,8.4,5772.0,8.4,59/100
ts38809,The Get Down,62.0,tt4592410,8.2,22304.0,8.3,66/100
ts79799,Dragons: Race to the Edge,22.0,tt4816058,8.2,6161.0,8.3,57/100
ts38568,Flaked,32.0,tt4973548,7.2,11264.0,7.2,64/100
ts37944,A Very Secret Service,27.0,tt4367560,7.7,3461.0,7.8,57/100
ts42137,Voltron: Legendary Defender,24.0,tt5580664,8.1,8706.0,8.1,69/100
ts35987,Transformers: Robots In Disguise,21.0,tt3604232,6.0,1048.0,5.9,45/100
ts53155,Crazyhead,43.0,tt6038584,7.2,4985.0,7.3,64/100
ts38770,Lady Dynamite,30.0,tt4789300,7.3,3655.0,7.4,63/100
ts42038,No Tomorrow,47.0,tt1527428,7.3,5101.0,7.3,67/100
ts42119,Greenleaf,42.0,tt4971144,7.3,5158.0,7.4,59/100
ts76079,Grizzy & the Lemmings,7.0,tt6717058,7.1,579.0,7.0,46/100
ts41995,Zumbo's Just Desserts,52.0,tt7239256,6.9,2125.0,6.9,52/100
ts76956,The Letdown,30.0,tt7320300,7.5,3253.0,7.5,63/100
ts54028,Case,46.0,tt7875988,7.0,2688.0,7.1,55/100
ts78325,Sinatra: All or Nothing at All,122.0,tt3838978,8.0,2354.0,8.0,65/100
ts11670,The Adventures of Puss in Boots,23.0,tt3807034,6.6,1696.0,6.7,51/100
ts42090,Last Chance U,55.0,tt5863126,8.4,6789.0,8.4,71/100
ts86021,Molang,3.0,tt6046238,8.4,346.0,8.6,49/100
ts42257,Signal,71.0,tt5332206,8.6,6338.0,8.6,64/100
ts35406,Between,25.0,tt4531748,6.0,9059.0,6.0,62/100
ts128895,Midnight Diner: Tokyo Stories,28.0,tt6150576,8.4,4109.0,8.4,57/100
ts37660,Reply 1988,95.0,tt5182866,9.2,6557.0,9.1,67/100
ts119087,Sunny Bunnies,3.0,tt7264084,6.6,95.0,6.8,42/100
ts41258,Cinderella and Four Knights,61.0,tt5764414,7.5,3663.0,7.3,56/100
ts81483,Simon,5.0,tt7699866,7.0,127.0,7.3,42/100
ts37896,Conspiracy,43.0,tt4761054,6.2,367.0,6.2,41/100
ts52943,The Sound of Your Heart,24.0,tt4613520,8.2,1075.0,8.3,49/100
ts21979,Spotless,58.0,tt10800582,7.7,3635.0,7.8,67/100
ts36547,Club de Cuervos,44.0,tt4680240,8.2,5514.0,8.2,66/100
ts84398,Little Things,25.0,tt6522580,8.2,6461.0,8.3,61/100
ts77654,Care Bears and Cousins,23.0,tt4680360,6.8,82.0,6.8,38/100
ts39014,Kuromukuro,24.0,tt5895314,7.2,1265.0,7.2,48/100
ts38764,Marseille,46.0,tt4003966,6.9,5083.0,6.9,56/100
ts54110,Puffin Rock,11.0,tt3590338,8.7,891.0,8.7,49/100
ts54156,Chef's Table: France,60.0,tt6088326,8.2,1723.0,8.3,51/100
ts38230,The Method,51.0,tt5135336,7.4,2784.0,7.4,56/100
ts51368,Skylanders Academy,23.0,tt5916218,6.7,730.0,6.6,45/100
ts66540,"Can't Cope, Won't Cope",23.0,tt5674872,7.3,880.0,7.3,46/100
ts75829,Lego Bionicle: The Journey to One,17.0,tt5075942,5.5,170.0,5.5,40/100
ts56674,The Mr. Peabody & Sherman Show,23.0,tt5021206,5.7,433.0,5.8,53/100
ts35360,Inspector Gadget,21.0,tt3910690,4.5,614.0,4.6,40/100
ts35359,Heidi,27.0,tt4346362,7.2,234.0,7.2,42/100
ts42089,Haters Back Off,30.0,tt5467814,6.1,7183.0,6.0,57/100
ts42075,Intersection,97.0,tt5303668,6.7,1152.0,6.6,54/100
ts43272,Terrace House: Boys & Girls in the City,29.0,tt4790546,8.1,1624.0,8.1,55/100
ts41883,The K2,65.0,tt8535796,7.9,5615.0,7.8,57/100
ts36630,Dinotrux,23.0,tt1396212,6.8,458.0,6.9,44/100
ts41260,"Hello, My Twenties!",63.0,tt5858892,8.3,2127.0,8.3,59/100
ts39017,Dawn of the Croods,23.0,tt5193172,5.8,712.0,6.0,46/100
ts38757,Kong: King of the Apes,21.0,tt5462936,5.9,325.0,5.8,37/100
ts35596,Bella and the Bulldogs,23.0,tt3596178,5.0,2114.0,5.4,53/100
ts144323,Unnatural Selection,35.0,tt11063952,8.1,12.0,8.0,54/100
ts42218,Sin senos sí hay paraíso,47.0,tt5676412,6.5,546.0,,
ts38512,Cooked,53.0,tt5347906,7.6,43.0,8.1,56/100
ts41294,Mossad 101,42.0,tt4354042,6.8,632.0,6.9,52/100
ts43501,Secrets of Great British Castles,51.0,tt5181284,7.8,1031.0,7.8,52/100
ts42628,Netflix Presents: The Characters,31.0,tt5228026,5.3,835.0,5.4,54/100
ts36740,Project Mc²,24.0,tt4861760,6.1,985.0,6.0,47/100
ts53076,El Chema,44.0,tt5730624,6.9,303.0,6.8,48/100
ts53106,Tokyo Trial,49.0,tt6422918,7.4,1544.0,7.4,47/100
ts41253,Love O2O,45.0,tt6092878,8.0,2322.0,8.0,42/100
ts38717,Good Morning Call,48.0,tt5520732,7.7,3088.0,7.5,53/100
ts58068,Inside the World's Toughest Prisons,48.0,tt8594220,7.1,2747.0,7.1,52/100
ts38805,Beat Bugs,15.0,tt4716268,7.6,522.0,7.6,46/100
ts52988,Captive,63.0,tt6246500,6.8,724.0,6.9,50/100
ts38761,Another Miss Oh,69.0,tt5679572,7.9,1769.0,7.9,52/100
ts56748,T@gged,22.0,tt5881326,7.3,2012.0,,
ts43230,The Deep,22.0,tt4991910,8.1,645.0,7.9,48/100
ts56032,La Niña,45.0,tt5677942,8.3,642.0,8.6,50/100
ts55559,Ask the Storybots,26.0,tt5846856,8.4,870.0,8.4,49/100
ts75324,La esclava blanca,41.0,tt5458128,8.1,575.0,,
ts54100,World of Winx,23.0,tt5874596,6.6,715.0,6.8,46/100
ts31593,Pororo the Little Penguin,8.0,tt13527330,6.3,88.0,6.0,40/100
ts74917,72 Cutest Animals,27.0,tt5815824,5.7,433.0,5.8,42/100
ts35463,Richie Rich,22.0,tt4162898,3.1,1041.0,3.3,37/100
ts55966,LEGO Friends: The Power of Friendship,23.0,tt6464612,6.5,49.0,6.0,36/100
ts86831,The Good Cop,30.0,tt6070434,7.7,370.0,7.1,58/100
ts81885,The Good Cop,49.0,tt7183074,6.9,5620.0,7.1,58/100
ts74753,Tales by Light,27.0,tt5350276,8.3,1905.0,8.3,55/100
ts53065,One More Time,31.0,tt6212990,6.9,564.0,6.9,45/100
ts54010,My Runway,25.0,tt6968336,6.3,261.0,6.4,41/100
ts38772,Dear My Friends,70.0,tt5689030,8.2,355.0,8.3,41/100
ts83224,Toon,27.0,tt5698140,7.6,890.0,7.7,46/100
ts53149,White Nights,62.0,tt6168004,6.9,287.0,7.0,40/100
ts57705,The Paper,48.0,tt0341957,7.4,64.0,8.1,52/100
ts74929,H20: Mermaid Adventures,24.0,tt4610750,5.7,182.0,,
ts54022,Terrace House: Aloha State,36.0,tt6588218,7.5,979.0,7.5,49/100
ts43258,Stories by Rabindranath Tagore,43.0,tt4853764,8.8,1295.0,,
ts55365,The Haunted House,25.0,tt9518312,8.4,71.0,8.4,40/100
ts42011,Cheer Squad,42.0,tt5993744,7.2,166.0,7.4,45/100
ts55223,72 Dangerous Places to Live,49.0,tt5674272,6.2,344.0,6.2,43/100
ts41154,Paquita Salas,26.0,tt5866074,8.0,3087.0,8.0,51/100
ts41899,Nightmare Teacher,16.0,tt6209442,7.1,423.0,7.2,48/100
ts82327,Три кота,5.0,tt7038964,6.8,95.0,,
ts35505,Old Money,47.0,tt3701442,7.3,493.0,7.6,51/100
ts56221,Rainbow Ruby,11.0,tt5828144,6.5,77.0,6.6,39/100
ts38812,Fearless,43.0,tt9556710,7.1,299.0,7.2,45/100
ts43341,Atelier,69.0,tt2303188,6.3,7.0,7.2,48/100
ts82582,The Truth Seekers,44.0,tt7131694,7.1,16.0,7.1,33/100
ts38769,Chelsea,57.0,tt5672036,6.1,2051.0,6.0,50/100
ts42155,Home: Adventures with Tip & Oh,21.0,tt5759196,5.9,603.0,6.0,43/100
ts52981,White Rabbit Project,48.0,tt6048644,6.9,1665.0,6.9,50/100
ts87465,Witch Hunt: A Century of Murder,46.0,tt6474054,7.2,319.0,7.2,46/100
ts52825,The Princess Weiyoung,45.0,tt6353308,7.9,767.0,,
ts107658,Mind Game,44.0,tt8879588,7.5,12.0,,
ts42260,Chelsea Does,60.0,tt5275894,7.3,2471.0,7.2,55/100
ts43119,Real Rob,31.0,tt3741346,6.4,2801.0,6.4,48/100
ts127430,StoryBots Super Songs,21.0,tt6163070,8.8,167.0,8.5,39/100
ts52950,Miss in Kiss,36.0,tt6954524,7.7,98.0,7.6,45/100
ts78442,Coach Snoop,29.0,tt5697642,6.8,583.0,6.9,44/100
ts42347,Word Party,20.0,tt5235950,5.7,349.0,5.9,37/100
ts51367,Trailer Park Boys: Out of the Park: Europe,30.0,tt5937754,7.0,2285.0,6.7,51/100
ts21876,My Sunshine,45.0,tt6131630,6.6,185.0,,
ts55556,A Touch of Green,46.0,tt5231950,8.4,314.0,8.4,46/100
ts75897,Kulipari: An Army of Frogs,24.0,tt6040768,6.9,254.0,7.0,35/100
ts42432,28 Faces of the Moon,18.0,tt10145322,6.4,25.0,5.5,36/100
ts91990,The Creative Indians,28.0,tt9583184,8.3,45.0,,
ts81898,Kazoops!,11.0,tt6312916,7.5,122.0,,
ts38813,Bottersnikes & Gumbles,13.0,tt6015820,5.1,47.0,5.2,32/100
ts42371,Fangbone!,22.0,tt4358188,6.2,312.0,5.7,38/100
ts53346,Chasing Cameron,28.0,tt6370626,3.8,501.0,3.7,36/100
ts81027,Spark,13.0,tt6409112,7.0,57.0,7.0,38/100
ts86089,Under the Black Moonlight,10.0,tt7162436,5.0,56.0,,
ts41151,Hibana: Spark,53.0,tt5301958,7.9,798.0,7.8,44/100
ts83450,Close Your Eyes Before It's Dark,84.0,tt6506806,7.0,218.0,7.0,44/100
ts53017,Best Lover,45.0,tt9874364,6.8,74.0,6.5,34/100
ts54117,Luna Petunia,24.0,tt4588068,6.2,58.0,6.3,31/100
ts53543,The Miracle,18.0,tt6703344,6.3,210.0,6.5,38/100
ts82475,The Dream Job,44.0,tt7131688,6.1,14.0,6.1,31/100
ts41485,Vanished 46,61.0,tt5606154,8.4,4269.0,8.4,57/100
ts84542,Magic Cellphone,13.0,tt7162434,4.1,21.0,3.9,31/100
ts36634,Diamond Lover,45.0,tt6058496,6.4,138.0,6.3,35/100
ts87884,Sons of the Caliphate,39.0,tt10202268,7.4,32.0,,
ts36741,Fartsa,60.0,tt4567218,6.7,195.0,6.7,44/100
ts35963,Singles Villa,45.0,tt5053036,7.7,28.0,7.6,35/100
ts249161,Tariqi: My Way,42.0,tt5528490,7.2,143.0,,
ts248736,The Governor,45.0,tt7128052,7.4,100.0,,
ts53513,Back to 1989,44.0,tt6273088,8.0,106.0,8.4,46/100
ts83535,Popples,25.0,tt4210022,6.0,57.0,6.5,39/100
ts38703,My Little Baby,37.0,tt5546516,6.9,103.0,,
ts83449,Love Storm,87.0,tt6093070,5.5,325.0,3.3,32/100
ts53864,Ozark,60.0,tt5071412,8.5,278223.0,8.4,89/100
ts77795,Derry Girls,25.0,tt7120662,8.4,28718.0,8.4,81/100
ts56683,The Sinner,45.0,tt6048596,7.9,117055.0,7.9,83/100
ts55668,Dark,56.0,tt5753856,8.7,354443.0,8.8,93/100
ts53023,Riverdale,42.0,tt5420376,6.7,139154.0,6.8,81/100
ts81064,Legacies,42.0,tt8103070,7.3,28877.0,7.4,74/100
ts42405,Mindhunter,53.0,tt5290382,8.6,261429.0,8.6,90/100
ts83970,All American,42.0,tt7414406,7.6,9704.0,7.7,79/100
ts81294,Manifest,42.0,tt8421350,7.1,50145.0,7.2,81/100
ts78305,Elite,48.0,tt7134908,7.4,73062.0,7.5,86/100
ts78801,Cobra Kai,31.0,tt7221388,8.6,163858.0,8.6,89/100
ts79813,You,47.0,tt7335184,7.7,225949.0,,
ts77398,Lost in Space,49.0,tt5232792,7.3,96868.0,7.3,80/100
ts56768,Money Heist,50.0,tt6468322,8.3,450797.0,8.3,90/100
ts57120,Good Girls,42.0,tt6474378,7.7,49867.0,7.8,84/100
ts81884,Bodyguard,60.0,tt7493974,8.1,114446.0,8.1,83/100
ts75151,Godless,65.0,tt5516154,7.6,27.0,8.3,80/100
ts54102,Altered Carbon,52.0,tt2261227,7.9,162018.0,8.0,83/100
ts75097,Maniac,39.0,tt5580146,7.7,74877.0,7.8,78/100
ts84785,Dirty John,44.0,tt15438396,7.3,20817.0,7.2,76/100
ts42477,Babylon Berlin,49.0,tt4378376,8.4,23256.0,8.4,72/100
ts81208,Charmed,42.0,tt6394324,4.5,16091.0,4.6,62/100
ts58433,The Haunting of Hill House,58.0,tt6763664,8.6,226817.0,8.6,82/100
ts57850,HAPPY!,43.0,tt2452242,8.1,37747.0,8.2,77/100
ts53663,Workin' Moms,22.0,tt6143796,7.8,14892.0,7.6,70/100
ts79229,Wild Wild Country,67.0,tt7768848,8.1,29298.0,8.1,77/100
ts77955,Somebody Feed Phil,52.0,tt7752034,8.2,4420.0,8.2,61/100
ts75879,Big Mouth,27.0,tt6524350,7.9,74660.0,7.9,81/100
ts57465,Dynasty,42.0,tt6128300,7.2,21136.0,7.3,71/100
ts54054,Imposters,43.0,tt5212822,7.8,13238.0,7.8,73/100
ts55982,Anne with an E,46.0,tt5421602,8.7,51001.0,8.7,80/100
ts58133,Manhunt,43.0,tt5618256,8.1,57459.0,8.1,72/100
ts53545,Santa Clarita Diet,29.0,tt5580540,7.9,64467.0,7.8,79/100
ts84328,The Bureau of Magical Things,23.0,tt7153034,6.7,1914.0,6.7,65/100
ts53198,One Day at a Time,29.0,tt5339440,8.2,15669.0,8.2,77/100
ts76243,The End of the F***ing World,21.0,tt6257970,8.1,177868.0,8.1,85/100
ts58367,Safe,45.0,tt7902072,7.2,41822.0,7.3,73/100
ts55720,GLOW,34.0,tt0784878,8.0,44751.0,8.0,79/100
ts77852,Trolls: The Beat Goes On!,21.0,tt7539608,5.8,798.0,5.9,48/100
ts78430,Collateral,57.0,tt6729080,6.7,17304.0,6.8,68/100
ts56261,Castlevania,26.0,tt6517102,8.3,61114.0,8.3,82/100
ts82849,The Kominsky Method,26.0,tt7255502,8.2,38232.0,8.2,82/100
ts74809,Knightfall,44.0,tt4555364,6.7,19809.0,6.8,68/100
ts56969,Atypical,31.0,tt6315640,8.3,81643.0,8.3,88/100
ts58155,Alias Grace,44.0,tt1034007,7.7,31577.0,7.7,79/100
ts76458,Deadwind,46.0,tt6616260,7.3,8762.0,7.2,61/100
ts39015,A Series of Unfortunate Events,47.0,tt4834206,7.8,59239.0,7.8,79/100
ts74816,American Vandal,33.0,tt6877772,8.1,29972.0,8.2,78/100
ts52821,Watership Down,50.0,tt5670764,7.2,6043.0,7.2,64/100
ts77563,Mystery Science Theater 3000,86.0,tt6782014,8.2,3605.0,,
ts80856,Chilling Adventures of Sabrina,57.0,tt7569592,7.4,90327.0,7.5,80/100
ts76869,Violet Evergarden,25.0,tt7078180,8.4,19940.0,8.5,69/100
ts82526,Narcos: Mexico,56.0,tt8714904,8.4,80902.0,8.4,82/100
ts72247,Disenchantment,29.0,tt5363918,7.2,58639.0,7.2,74/100
ts82189,BAKI,24.0,tt6357658,6.7,5706.0,6.7,58/100
ts74823,Wet Hot American Summer: Ten Years Later,27.0,tt5669272,6.9,8502.0,6.9,61/100
ts77197,Seven Seconds,62.0,tt6297682,7.7,15323.0,7.7,71/100
ts76865,Devilman Crybaby,25.0,tt6660498,7.6,18575.0,,
ts312241,Oats Studios,6.0,tt16351432,6.4,870.0,,
ts121489,Two Sentence Horror Stories,22.0,tt6873926,5.5,1841.0,5.5,51/100
ts55781,Black Spot,55.0,tt6519410,7.4,10705.0,,
ts87369,Rust Valley Restorers,45.0,tt9498102,7.8,2732.0,7.8,55/100
ts78080,Everything Sucks!,24.0,tt7078710,7.5,18023.0,7.5,72/100
ts58307,Bad Blood,46.0,tt6423364,7.5,9593.0,7.5,68/100
ts55645,Five Came Back,65.0,tt6587094,8.3,4600.0,8.3,73/100
ts78558,Queer Eye,47.0,tt7259746,8.5,18147.0,8.5,78/100
ts79926,James Acaster: Repertoire,52.0,tt7818686,8.4,3545.0,8.5,56/100
ts56648,The Keepers,56.0,tt6792200,7.6,14.0,8.1,75/100
ts42294,13 Reasons Why,58.0,tt1837492,7.5,282373.0,7.6,79/100
ts84010,Pine Gap,56.0,tt7371868,7.2,4772.0,7.2,62/100
ts80035,Nightflyers,44.0,tt6903284,5.8,13103.0,5.9,61/100
ts57055,Black Lightning,42.0,tt6045840,6.1,24646.0,6.1,71/100
ts56480,Troy: Fall of a City,58.0,tt5103758,3.9,13677.0,3.8,54/100
ts82597,The Dragon Prince,27.0,tt8688814,8.4,21635.0,8.4,77/100
ts55962,Dear White People,29.0,tt5707802,6.1,24863.0,6.2,66/100
ts75164,VeggieTales in the City,23.0,tt6562134,5.7,110.0,6.0,42/100
ts78452,Requiem,58.0,tt6712390,6.4,6421.0,6.5,64/100
ts75263,Wormwood,43.0,tt1149367,7.0,4181.0,7.0,65/100
ts85568,Perfume,29.0,tt10163260,7.1,8536.0,7.1,56/100
ts80705,Evil Genius,48.0,tt8342862,7.5,27516.0,7.5,72/100
ts81344,Explained,21.0,tt8005374,8.0,8831.0,8.0,70/100
ts82228,Cells at Work!,23.0,tt8673610,7.5,2206.0,7.6,58/100
ts81331,She-Ra and the Princesses of Power,24.0,tt7745956,7.8,14935.0,7.9,75/100
ts55798,Stranger,64.0,tt5545948,8.5,7645.0,8.6,66/100
ts78356,The Rain,43.0,tt6656238,7.3,616.0,6.3,65/100
ts86169,The Innocent Man,47.0,tt0914376,7.3,5883.0,7.3,65/100
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,25.0,tt8993398,8.1,10400.0,,
ts77957,Dirty Money,63.0,tt7889220,8.1,9099.0,8.1,74/100
ts84904,Tidelands,42.0,tt6898970,6.8,7727.0,7.0,66/100
ts83999,Hilda,25.0,tt6385540,8.5,10162.0,8.6,74/100
ts57303,Friends from College,30.0,tt5565334,6.9,20242.0,6.9,66/100
ts58025,My Little Pony: Equestria Girls,24.0,tt13160278,6.4,642.0,6.4,48/100
ts82302,Insatiable,46.0,tt6487482,6.5,27275.0,6.5,67/100
ts85895,Better Than Us,52.0,tt8285216,7.3,8711.0,7.4,72/100
ts56511,Cable Girls,50.0,tt5674718,7.6,13855.0,7.6,63/100
ts57822,Sick Note,24.0,tt5770788,6.8,7173.0,6.8,63/100
ts79546,MEGALOBOX,24.0,tt7965802,7.8,3144.0,7.8,59/100
ts84533,Transformers: Cyberverse,11.0,tt8891990,6.5,350.0,6.8,46/100
ts83455,Wanderlust,57.0,tt7608238,7.0,5225.0,7.1,60/100
ts75772,Jack Whitehall: Travels with My Father,46.0,tt7453996,7.6,5388.0,7.7,57/100
ts77518,Teasing Master Takagi-san,24.0,tt7808344,7.7,2030.0,7.7,60/100
ts79234,The Boss Baby: Back in Business,23.0,tt7741824,6.4,3595.0,6.5,65/100
ts77824,My Next Guest Needs No Introduction With David Letterman,55.0,tt7829834,7.9,5194.0,7.9,59/100
ts80720,Scissor Seven,15.0,tt11503082,8.5,297.0,8.3,57/100
ts57439,Damnation,43.0,tt6106704,7.6,8111.0,7.7,65/100
ts75157,The Magic School Bus Rides Again,25.0,tt3869122,6.2,812.0,6.2,48/100
ts58152,Cathedral of the Sea,57.0,tt4944694,7.4,4292.0,7.5,56/100
ts84779,Haunted,25.0,tt9077192,4.6,3150.0,4.6,50/100
ts56038,Dave Chappelle,60.0,tt6963504,8.7,2753.0,8.7,61/100
ts84574,Salt Fat Acid Heat,40.0,tt8772088,7.7,2419.0,7.7,60/100
ts56481,Great News,21.0,tt4955480,7.0,6810.0,7.0,66/100
ts82560,Dark Tourist,41.0,tt8725166,7.5,7158.0,7.5,65/100
ts55231,Abstract: The Art of Design,45.0,tt6333098,8.4,5306.0,8.4,73/100
ts88783,Bakugan: Battle Planet,20.0,tt9527662,5.1,220.0,4.9,40/100
ts57814,Kakegurui,24.0,tt7131720,7.2,8547.0,7.2,60/100
ts78053,Kakegurui,30.0,tt7691766,6.8,966.0,7.2,60/100
ts113109,Numberblocks,5.0,tt7978538,8.6,198.0,8.1,45/100
ts85138,Dogs,50.0,tt0262158,8.0,1269.0,8.1,63/100
ts57424,The Forest,52.0,tt6560040,7.2,10137.0,7.2,58/100
ts82281,Zoids Wild,21.0,tt12317724,6.0,25.0,,
ts77474,Mr. Sunshine,76.0,tt7094780,8.7,6855.0,8.8,67/100
ts57964,Hotel Transylvania: The Series,16.0,tt4858114,5.5,694.0,,
ts78298,My Mister,79.0,tt7923710,9.2,5481.0,9.1,66/100
ts83251,Magic for Humans,24.0,tt8425308,7.1,3316.0,7.2,56/100
ts55194,Bill Nye Saves the World,30.0,tt6026278,3.5,7233.0,3.6,47/100
ts84335,1983,57.0,tt7371666,6.8,4173.0,6.8,67/100
ts57947,Unit 42,48.0,tt6136644,7.0,2311.0,7.0,54/100
ts53936,Innocent,51.0,tt6478854,8.4,17727.0,,
ts83763,Black Earth Rising,59.0,tt7660730,7.4,4790.0,7.5,64/100
ts82892,I Am a Killer,46.0,tt8300324,7.4,3937.0,7.4,58/100
ts79422,Nailed It!,33.0,tt6987788,7.4,4682.0,7.4,69/100
ts80523,Aggretsuko,16.0,tt8019444,8.0,6005.0,8.1,69/100
ts83561,Immortals,28.0,tt8063174,5.4,3087.0,5.3,55/100
ts78382,On My Block,29.0,tt7879820,7.9,15642.0,8.0,75/100
ts86296,Sunderland 'Til I Die,41.0,tt8914684,8.1,7943.0,8.1,60/100
ts41527,Gypsy,59.0,tt5503718,6.8,16133.0,6.8,67/100
ts78507,Alexa & Katie,25.0,tt6916746,7.4,4687.0,7.5,62/100
ts89538,Bitter Daisies,71.0,tt9412454,7.2,3274.0,7.2,55/100
ts57464,Life Sentence,42.0,tt6088922,6.4,3855.0,6.6,59/100
ts228255,Cry Babies Magic Tears,12.0,tt11067738,4.8,36.0,,
ts58175,She's Gotta Have It,32.0,tt0196291,6.8,4624.0,6.8,64/100
ts77525,The Toys That Made Us,45.0,tt7053920,8.0,5545.0,8.1,70/100
ts58225,The Standups,30.0,tt15250768,6.6,1225.0,6.7,55/100
ts84243,Baby,45.0,tt7645192,6.8,10990.0,6.8,65/100
ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,45.0,tt6233618,7.8,7651.0,7.9,59/100
ts56594,Disjointed,27.0,tt5884792,6.8,9980.0,6.8,60/100
ts57080,Spirit: Riding Free,23.0,tt11942070,6.6,993.0,6.6,49/100
ts57082,White Gold,29.0,tt6010920,7.4,10981.0,7.4,67/100
ts53101,Voice,63.0,tt6212854,7.5,1949.0,7.7,54/100
ts77783,Record of Grancrest War,24.0,tt7897050,7.1,893.0,7.2,53/100
ts79020,Hitler's Circle of Evil,52.0,tt6600720,8.0,4241.0,8.0,58/100
ts77799,Rotten,56.0,tt7763662,7.2,3675.0,7.2,63/100
ts75749,Because This Is My First Life,56.0,tt7278588,8.2,4168.0,8.1,55/100
ts86945,Abby Hatcher,20.0,tt9433014,6.1,163.0,6.2,46/100
ts84056,Unauthorized Living,76.0,tt6970700,7.4,4555.0,7.5,56/100
ts89069,LEGO Friends: Girls on a Mission,11.0,tt9327146,7.7,106.0,,
ts76417,Tabula Rasa,52.0,tt5197860,8.0,10161.0,8.0,63/100
ts86814,Murder Mountain,49.0,tt9078908,6.8,3045.0,6.9,54/100
ts85968,Nicky Jam: El Ganador,44.0,tt7949200,7.7,1129.0,7.8,54/100
ts85837,SKY Castle,68.0,tt9151274,8.6,2835.0,,
ts76313,Sisters,36.0,tt8453436,7.5,1729.0,7.5,52/100
ts75355,Suburra: Blood on Rome,48.0,tt7197684,7.9,14346.0,7.9,62/100
ts83745,Norm Macdonald Has a Show,35.0,tt8139862,8.6,3473.0,8.7,61/100
ts76486,Just Between Lovers,73.0,tt7521898,8.2,1872.0,,
ts82372,The Epic Tales of Captain Underpants,24.0,tt7741830,6.7,879.0,6.7,47/100
ts79045,Ugly Delicious,51.0,tt7907916,7.8,3505.0,7.8,63/100
ts81757,The House of Flowers,31.0,tt8387348,7.6,7722.0,7.6,61/100
ts55491,Somewhere Between,42.0,tt6467294,6.2,5746.0,6.3,55/100
ts77600,Hot Date,19.0,tt7603386,7.1,616.0,7.1,48/100
ts80411,Lawless Lawyer,64.0,tt8160178,7.7,1572.0,,
ts78217,Welcome to the Family,48.0,tt7490342,6.6,442.0,6.7,41/100
ts78299,Llama Llama,15.0,tt4781350,6.5,270.0,6.5,33/100
ts75002,Borderliner,49.0,tt0332902,6.8,3999.0,6.8,52/100
ts76753,A Korean Odyssey,75.0,tt7099334,8.0,4535.0,8.1,59/100
ts77755,Power Rangers Ninja Steel,24.0,tt5335606,6.1,862.0,6.0,45/100
ts56201,Cloudy with a Chance of Meatballs,11.0,tt4123482,3.4,750.0,3.3,40/100
ts88234,Man Like Mobeen,22.0,tt7639280,8.0,2664.0,8.0,53/100
ts53960,Granblue Fantasy: The Animation,23.0,tt6138612,6.4,391.0,6.4,48/100
ts81414,Meteor Garden,45.0,tt8690890,7.9,3921.0,8.1,63/100
ts77014,Wolf,80.0,tt7146600,8.1,7426.0,,
ts56993,Fallet,28.0,tt6433844,6.8,1873.0,6.8,49/100
ts81542,The Hollow,24.0,tt6193336,7.1,4198.0,7.2,63/100
ts83232,The Mire,51.0,tt8855592,7.0,4312.0,6.9,63/100
ts82268,GHOUL,46.0,tt5909930,8.0,6.0,7.1,69/100
ts87043,Transformers: Rescue Bots Academy,12.0,tt9557874,6.0,100.0,6.6,39/100
ts86164,Hero Mask,24.0,tt9316078,6.1,657.0,6.2,44/100
ts9075,The Fix,29.0,tt5960546,7.0,1895.0,7.1,45/100
